Group	Name	Start	End	Length	strand	gene	locus_tag	experiment	inference	note	codon_start	transl_table	product	protein_id	db_xref	gene_synonym	pseudogene	pseudo	mobile_element_type	ncRNA_class	organism	mol_type	strain	anticodon
gene	gene	1256132	1257313	1182	+	prpC	Rv1131	NA	NA	NA	NA	NA	NA	NA	NA	gltA1	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1257325	1259055	1731	+	NA	Rv1132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1259067	1261346	2280	-	metE	Rv1133c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1261922	1262158	237	+	NA	Rv1134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1262272	1264128	1857	-	PPE16	Rv1135c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1264314	1264556	243	+	NA	Rv1135A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1264606	1264947	342	+	NA	Rv1136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1265087	1265455	369	-	NA	Rv1137c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1265472	1266488	1017	-	NA	Rv1138c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1266485	1266985	501	-	NA	Rv1139c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1267347	1268195	849	+	NA	Rv1140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1268203	1269009	807	-	echA11	Rv1141c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1269152	1269958	807	-	echA10	Rv1142c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1270062	1271144	1083	+	mcr	Rv1143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1271156	1271908	753	+	NA	Rv1144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1272423	1273334	912	+	mmpL13a	Rv1145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1273355	1274767	1413	+	mmpL13b	Rv1146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1274900	1275550	651	+	NA	Rv1147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1276300	1277748	1449	-	NA	Rv1148c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1277893	1278300	408	+	NA	Rv1149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1278269	1278820	552	+	NA	Rv1150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1278904	1279617	714	-	NA	Rv1151c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1279655	1280020	366	+	NA	Rv1152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1279998	1280846	849	-	omt	Rv1153c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1280843	1281484	642	-	NA	Rv1154c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1281429	1281872	444	+	NA	Rv1155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1282306	1282893	588	+	NA	Rv1156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1283056	1284171	1116	-	NA	Rv1157c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1283693	1283815	123	+	mcr10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1284179	1284862	684	-	NA	Rv1158c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1284992	1286287	1296	+	pimE	Rv1159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1286284	1286568	285	-	NA	Rv1159A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1286595	1287020	426	+	mutT2	Rv1160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1287328	1291026	3699	+	narG	Rv1161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1291065	1292741	1677	+	narH	Rv1162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1292798	1293403	606	+	narJ	Rv1163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1293406	1294146	741	+	narI	Rv1164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1294168	1296054	1887	+	typA	Rv1165	NA	NA	NA	NA	NA	NA	NA	NA	bipA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1296152	1298059	1908	+	lpqW	Rv1166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1298087	1298692	606	-	NA	Rv1167c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1298764	1299804	1041	-	PPE17	Rv1168c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1299822	1300124	303	-	lipX	Rv1169c	NA	NA	NA	NA	NA	NA	NA	NA	PE11	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1300304	1301215	912	+	mshB	Rv1170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1301307	1301747	441	+	NA	Rv1171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1301755	1302681	927	-	PE12	Rv1172c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1302931	1305501	2571	+	fbiC	Rv1173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1305669	1306001	333	-	TB8.4	Rv1174c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1306202	1308226	2025	-	fadH	Rv1175c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1308223	1308792	570	-	NA	Rv1176c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1309005	1309331	327	+	fdxC	Rv1177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1309364	1310452	1089	+	NA	Rv1178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1310480	1313299	2820	-	NA	Rv1179c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1313725	1315191	1467	+	pks3	Rv1180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1315234	1319982	4749	+	pks4	Rv1181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1320035	1321453	1419	+	papA3	Rv1182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1321520	1324528	3009	+	mmpL10	Rv1183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1324532	1325611	1080	-	NA	Rv1184c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1325776	1327512	1737	-	fadD21	Rv1185c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1327689	1329305	1617	-	NA	Rv1186c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1329390	1331021	1632	+	rocA	Rv1187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1331021	1332010	990	+	NA	Rv1188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1332092	1332964	873	+	sigI	Rv1189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1332980	1333858	879	+	NA	Rv1190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1333931	1334845	915	+	NA	Rv1191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1334927	1335754	828	+	NA	Rv1192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1335794	1337215	1422	+	fadD36	Rv1193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1337248	1338513	1266	-	NA	Rv1194c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1339003	1339302	300	+	PE13	Rv1195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1339349	1340524	1176	+	PPE18	Rv1196	NA	NA	NA	NA	NA	NA	NA	NA	mtb39a	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1340578	1340625	48	+	ncrMT1234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1340659	1340955	297	+	esxK	Rv1197	NA	NA	NA	NA	NA	NA	NA	NA	TB11.0	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1341006	1341290	285	+	esxL	Rv1198	NA	NA	NA	NA	NA	NA	NA	NA	Mtb9.9C	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1341358	1342605	1248	-	NA	Rv1199c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1342942	1344219	1278	+	NA	Rv1200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1344216	1345169	954	-	dapD	Rv1201c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1345260	1346324	1065	+	dapE	Rv1202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1346321	1346905	585	-	NA	Rv1203c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1346936	1348624	1689	-	NA	Rv1204c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1348719	1349282	564	+	NA	Rv1205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1349332	1351125	1794	+	fadD6	Rv1206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1351191	1352147	957	+	folP2	Rv1207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1352144	1353118	975	+	gpgS	Rv1208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1353157	1353525	369	+	NA	Rv1209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1353522	1354136	615	+	tagA	Rv1210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1354243	1354470	228	+	NA	Rv1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1354498	1355661	1164	-	glgA	Rv1212c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1355836	1357050	1215	+	glgC	Rv1213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1357293	1357625	333	-	PE14	Rv1214c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1357759	1359444	1686	-	NA	Rv1215c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1359472	1360146	675	-	NA	Rv1216c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1360155	1361801	1647	-	NA	Rv1217c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1361798	1362733	936	-	NA	Rv1218c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1362723	1363361	639	-	NA	Rv1219c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1363503	1364150	648	-	NA	Rv1220c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1364413	1365186	774	+	sigE	Rv1221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1365274	1365365	92	+	mpr6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1365344	1365808	465	+	rseA	Rv1222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1365875	1367461	1587	+	htrA	Rv1223	NA	NA	NA	NA	NA	NA	NA	NA	degP	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1367463	1367858	396	+	tatB	Rv1224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1367891	1368721	831	-	NA	Rv1225c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1368832	1370295	1464	-	NA	Rv1226c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1370292	1370825	534	-	NA	Rv1227c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1370920	1371477	558	+	lpqX	Rv1228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1371777	1372949	1173	-	mrp	Rv1229c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1372962	1374197	1236	-	NA	Rv1230c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1374322	1374864	543	-	NA	Rv1231c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1374861	1376168	1308	-	NA	Rv1232c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1376230	1376826	597	-	NA	Rv1233c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1376976	1377503	528	+	NA	Rv1234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1377524	1378930	1407	+	lpqY	Rv1235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1378927	1379850	924	+	sugA	Rv1236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1379855	1380679	825	+	sugB	Rv1237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1380684	1381865	1182	+	sugC	Rv1238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1381942	1383042	1101	-	corA	Rv1239c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1383213	1384202	990	+	mdh	Rv1240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1384278	1384538	261	+	vapB33	Rv1241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1384535	1384966	432	+	vapC33	Rv1242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1384989	1386677	1689	-	PE_PGRS23	Rv1243c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1386857	1387717	861	+	lpqZ	Rv1244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1387798	1388628	831	-	NA	Rv1245c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1388685	1388978	294	-	relE	Rv1246c	NA	NA	NA	NA	NA	NA	NA	NA	relE1	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1388975	1389244	270	-	relB	Rv1247c	NA	NA	NA	NA	NA	NA	NA	NA	relB1	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1389357	1393052	3696	-	NA	Rv1248c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1393194	1393982	789	-	NA	Rv1249c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1394179	1395918	1740	+	NA	Rv1250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1395821	1399240	3420	-	NA	Rv1251c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1399296	1399904	609	-	lprE	Rv1252c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1399970	1401661	1692	+	deaD	Rv1253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1401658	1402809	1152	+	NA	Rv1254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1402778	1403386	609	-	NA	Rv1255c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1403386	1404603	1218	-	cyp130	Rv1256c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1404717	1406084	1368	-	NA	Rv1257c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1406081	1407340	1260	-	NA	Rv1258c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1407339	1408238	900	+	udgB	Rv1259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1408240	1409358	1119	+	NA	Rv1260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1409484	1409933	450	-	NA	Rv1261c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1409938	1410372	435	-	NA	Rv1262c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1410431	1411819	1389	+	amiB2	Rv1263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1411894	1413087	1194	+	NA	Rv1264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1413094	1413224	131	-	mcr11	NA	NA	NA	NA	NA	NA	NA	NA	NA	MTS0997	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1413260	1413940	681	+	NA	Rv1265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1413960	1415840	1881	-	pknH	Rv1266c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1416181	1417347	1167	-	embR	Rv1267c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1417658	1418356	699	-	NA	Rv1268c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1418579	1418953	375	-	NA	Rv1269c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1419014	1419748	735	-	lprA	Rv1270c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1419961	1420302	342	-	NA	Rv1271c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1420410	1422305	1896	-	NA	Rv1272c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1422302	1424050	1749	-	NA	Rv1273c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1424197	1424754	558	+	lprB	Rv1274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1424751	1425293	543	+	lprC	Rv1275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1425438	1425914	477	-	NA	Rv1276c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1426164	1427417	1254	+	NA	Rv1277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1427414	1430041	2628	+	NA	Rv1278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1430062	1431648	1587	+	NA	Rv1279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1431665	1433440	1776	-	oppA	Rv1280c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1433433	1435271	1839	-	oppD	Rv1281c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1435268	1436143	876	-	oppC	Rv1282c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1436140	1437117	978	-	oppB	Rv1283c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1437324	1437815	492	+	canA	Rv1284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1437909	1438907	999	+	cysD	Rv1285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1438907	1440751	1845	+	cysN	Rv1286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1440805	1441290	486	+	NA	Rv1287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1441348	1442718	1371	+	NA	Rv1288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1442767	1443399	633	+	NA	Rv1289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1443482	1445047	1566	-	NA	Rv1290c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1445058	1445372	315	+	NA	Rv1290A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1445499	1445834	336	-	NA	Rv1291c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1446193	1446265	73	-	argV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1446379	1448031	1653	+	argS	Rv1292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1448028	1449371	1344	+	lysA	Rv1293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1449375	1450700	1326	+	thrA	Rv1294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1450697	1451779	1083	+	thrC	Rv1295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	gene	1451997	1452947	951	+	thrB	Rv1296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
